Site ID,Name,Datetime,Data Type,Parameter ID,Parameter,Qualifier,Value,Unit of Measurement,Quality,Resolution,Comment
141231,141231,2014/11/06 10:07:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
141231,141231,2023/04/05 09:20:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,EPA Victoria Baseline Monitoring Program 2023
141235,141235,2009/04/28 11:40:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
141235,141235,2009/04/28 12:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.090,mg/L,43,Raw Data,
141237,141237,2008/06/24 11:56:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
141237,141237,2009/04/28 12:45:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
141237,141237,2009/04/28 13:25:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
141237,141237,2014/11/05 10:15:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
141238,141238,2008/06/25 10:58:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
141238,141238,2014/11/04 14:06:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.030,mg/L,43,Raw Data,
141239,141239,2009/04/29 17:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
141239,141239,2023/04/03 14:07:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,EPA Victoria Baseline Monitoring Program 2023
141240,141240,2009/04/29 17:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
141240,141240,2009/04/29 18:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
141240,141240,2023/04/26 12:12:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.030,mg/L,43,Raw Data,EPA Victoria Baseline Monitoring Program 2023
141242,141242,2009/04/30 11:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.810,mg/L,43,Raw Data,
141242,141242,2014/11/06 11:46:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.610,mg/L,43,Raw Data,
141243,141243,2008/06/25 11:57:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.339,mg/L,43,Raw Data,
141243,141243,2009/04/30 12:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.030,mg/L,43,Raw Data,
141243,141243,2009/04/30 12:05:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
141303,141303,2008/06/23 17:36:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.038,mg/L,43,Raw Data,
141303,141303,2009/04/28 17:30:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
141303,141303,2009/04/28 18:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
141316,141316,2009/04/27 14:20:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
141316,141316,2009/04/27 15:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,9.140,mg/L,43,Raw Data,
141316,141316,2014/03/18 14:50:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,8.090,mg/L,43,Raw Data,
141911,141911,2009/04/27 15:30:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
141911,141911,2009/04/27 16:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,11.000,mg/L,43,Raw Data,
141911,141911,2014/11/04 12:02:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,6.680,mg/L,43,Raw Data,
141912,141912,2009/04/28 07:50:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
141912,141912,2014/11/04 11:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.020,mg/L,43,Raw Data,
142660,142660,2008/03/25 13:10:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,29.000,mg/L,43,Raw Data,
142660,142660,2012/10/15 12:02:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,8.880,mg/L,43,Raw Data,
142660,142660,2015/10/07 08:16:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,10.600,mg/L,43,Raw Data,
142691,142691,2008/03/26 14:20:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.500,mg/L,43,Raw Data,
142691,142691,2009/05/04 16:55:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
